dataset,run_index,issuekey_xi,issuekey_xj,title_xi,description_xi,title_xj,description_xj,predicted_Yi,actual_Yi,storypoint_xi,storypoint_xj,request_started_at,request_finished_at,request_runtime_seconds,raw_response
mule,5,MULE-9164,MULE-8690,Release MVEL 2.1.9-MULE-009,Perform a release of MVEL that contains the fix for the linked issues.,Remove registry deprecation warnings from log.,"In API Gateway we need to use a registry feature that generates several log entries like:   {code}  WARN 2015-06-05 16:41:53,968 [Thread-2] org.mule.registry.DefaultRegistryBroker: 3 registries have been registered, however adding registries has been deprecated as of Mule 3.7.0  {code}    How to reproduce:  - Configure GW to use any valid organization  - Deploy an API with autodiscovery  - Run GW    Expected:  - The information is not logged at all in no log file.    Actual:  - The information is logged in mule_ee with WARN level.",1,1,5,1,2026-05-14T20:44:39Z,2026-05-14T21:04:29Z,1190.431,"{""Decision"": 1}"
mule,5,MULE-9278,MULE-8544,Add Attributes to MuleMessage and make MuleMessage extend TypedValue.,Also make updates to MEL as required.,Core schema for 3.6 is not defined and rubbish at the end of line,https://github.com/mulesoft/mule/blob/mule-3.x/modules/spring-config/src/main/resources/META-INF/spring.schemas#L11    And remove rubbish bracket at end of line.,1,1,5,1,2026-05-14T20:44:39Z,2026-05-14T21:04:30Z,1190.808,"{""Decision"": 1}"
mule,5,MULE-9170,MULE-8605,Implement a testing tool to check misusages of lifecycles,Allow a build to be run with a profile that fails tests when any of the following happen:    * lifecycle method is called more than once for a given object.  * dispose/stop method called without matching initialise/start having been called (if defined). Check for any possible combination scenarios.    Run the test suite with this tool enabled and verify any test failures caused by it. File a bug for each component that has a failure.    Provide this functionality to other teams do they can validate themselves the proper lifecycle usage of their defined objects.,Using Preemptive basic authentication in the new HTTP Module uses two request where the User/Pass are invalid,"Using the correct User/Pass in basic authentication with Preemptive enabled in the new HTTP Module works fine. You send a single request with the Authorization field and you receive a 200.    But in the case when you use a wrong User/Pass, it send fine the Authorization field but when the server respond with a 401, the requester send a new requester trying to be authorize.     See the attached files with the comparison of how works the http-client (only 1 request) and how it works the requester (2 requests)    +To reproduce you can use these tests:+    * HttpRequestAuthTestCase - invalidBasicAuthentication (Mule-ee) (Requeter - 2 requests)  * HttpListenerAuthTestCase - invalidBasicAuthenticationPreemptive (Mule-ee) (Http-client 1 request)",1,1,8,5,2026-05-14T20:44:39Z,2026-05-14T21:04:31Z,1191.854,"{""Decision"": 1}"
mule,5,MULE-8833,MULE-9168,Require jdk8,Make jdk8 required and set the compilation level to 1.8,Users should not be forced to use @Parameter to expose pojo fields,"In order to expose pojo fields users are force to annotate the each field with @Parameter.    When users consumes external jar, they cannot modify the code. Also if they generate java stubs from a WSDL using CXF, they will need to modify a huge amount of Pojos just to get this to work properly, and what is worst, if a new version of the WSDL goes out and you try to update your connector, you will lose everything after generating the new stubs.    The mechanism should be that if the Pojo has any field annotated with @Parameter, then the current logic is valid and should only expose those fields. However, if the Pojo has no @Parameter, every single field that has a gettter and setter should be taken into account (including nested pojo fields)",-1,-1,1,8,2026-05-14T20:44:39Z,2026-05-14T21:04:31Z,1192.225,"{""Decision"": -1}"
mule,5,MULE-8512,MULE-8738,Allow default processing strategy to be configured per app,"Currently if you want to use a sync processing strategy in every flow it is necessary to configure it on every single flow in your app.  Add a attribute to the <configuration> element to define this once.    Also, consider allowing a system property too.  This would be useful for:  - Alternative testing plans  - Setting default per instance, e.g. in cloudhub maybe.    {code:xml}  <configuration defaultProcessingStrategy=""non-blocking"" />  {code}",No data type resolution accessing flow/session properties using dot notation,Data type resolution works for session/flow variables on MEL expressions using map syntax (like flowVars['foo']) but does not work when using dot syntax (like flowVars.foo).,-1,1,3,1,2026-05-14T20:44:39Z,2026-05-14T21:04:31Z,1192.377,"{""Decision"": -1}"
mule,5,MULE-8556,MULE-8534,SpringRegistry is not thread-safe,"In versions prior to 3.7.0, the SpringRegistry was read only and all objects registered through the MuleRegistry API went to the transient registry.    Per the work in MULE-7588, the TransientRegstry no longer exists and the SpringRegistry is writable. However, it's missing the ReadWriteLock that TransientRegistry had to allow register and lookup objects concurrently.    This causes random failures, specially when dealing with dynamic endpoints",Reverse the semmantics of MULE-8415,"The flag introduced in MULE-8415 disables dependency injection for devkit components. We need it to be other way around. By default, Mule is not to inject into Devkit and the property is to be renamed to mule.devkit.participates.di and only when set to true devkit will be considered into DI.",1,1,3,1,2026-05-14T20:44:39Z,2026-05-14T21:04:32Z,1193.001,"{""Decision"": 1}"
mule,5,MULE-9011,MULE-8519,Expand Flowstack functionality,"The list of processors that were executed as part of a message should contain all processors executed, for all flows, so that it can be queried even after the message processing finished.",Add a trace/debug log when a Validation was done successfully,It would be nice to have a trace/debug log that is shown after a validator is successfully executed.     The log message should mention the info to identify the validator itself and the arguments used in the execution of the validator.,1,1,5,1,2026-05-14T20:44:39Z,2026-05-14T21:04:33Z,1193.466,"{""Decision"": 1}"
mule,5,MULE-8658,MULE-8664,"XML header is not removed when proxying, using non blocking cxf:proxy-service and cxf:proxy-client","Steps to reproduce:  - Deploy the attached apps (the leagues-ws will work as a server and the wsdl-proxy as a proxy), notice that the wsdl-proxy app is prepared to be non-blocking.  - Make a the following request:  URL http://localhost:8090/api  Headers:  SOAPAction: getTeamsAction  Content-Type: text/xml;charset=UTF-8  Body:  {code}  <soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:leag=""http://leagues.examples.mule.org/"" xmlns:soc=""http://mulesoft.com/schemas/soccer"">     <soapenv:Header/>     <soapenv:Body>        <leag:teams>        </leag:teams>     </soapenv:Body>  </soapenv:Envelope>  {code}    Notice that the soap envelope does not contain the xml tag:   <?xml version=""1.0"" encoding=""UTF-8""?>  but the response has it.     This issue does not happen if the proxy is prepared to be blocking (ie. the response never contains the xml tag). Also, the previous versions of Mule didn't add the tag in the response.    This issue appears on every request.",NullPointerException testing connection on DB connector from Studio,"When testing connectivity on the attached app from Studio, a NPE exception is being thrown.    Problem is that datasource's URL is wrong (using http instead of jdbc:mysql prefix). This causes mysql driver to return a null connection instead of throwing an exception.  Then DB connector wraps that connection and the NPE is thrown during connection.close.",1,1,8,5,2026-05-14T20:44:39Z,2026-05-14T21:04:33Z,1193.95,"{""Decision"": 1}"
mule,5,MULE-8769,MULE-8538,Loggers memory leak after fixing MULE-8635,"Changes from MULE-8635 introduced a memory leak where MuleApplicationClassLoaders are not being disposed.  MULE-8635 added logic to clean up loggers, but seems that the logic is executed but the memory is not released.  To reproduce the issue:  _ Start a vainilla mule instance  _ Once default app is deployed force a redeploy touching the app's config file    Expected behaviour, according to the code, is that after 15 seconds the memory is released, but that does not happen.",Dispose lifecycle phase is invoked even when initialise phase fails,dispose() should not be invoked if initialise() fails.  At least thats how I believe it always worked.      This change causes NPE's in dispose() in a lot of cases. Which results in much more verbose and confusing errores being logged.,1,1,8,5,2026-05-14T20:44:39Z,2026-05-14T21:04:33Z,1194.16,"{""Decision"": 1}"
mule,5,MULE-8696,MULE-8580,PROCESS_COMPLETE pipeline notification not sent when strategy is NB and the last component in the flow is not NB,"Having a flow using non-blocking processing strategy where the last component is not non-blocking prevents PROCESS_COMPLETE Pipeline Notification to be fired.    Steps:  1) Call the listener in the attached app  2) Check pipeline notifications    Expected:  - PROCESS_START, PROCESS_END and PROCESS_COMPLETE are fired  Actual:  - Only PROCESS_START and PROCESS_END are fired",Fix JDK8 build,"Tests run in a different order in the JDK8 build, so HttpsSharePortTestCase fails in that case because of some other test that runs before it.",1,-1,1,5,2026-05-14T20:44:39Z,2026-05-14T21:04:34Z,1194.477,"{""Decision"": 1}"
mule,5,MULE-8603,MULE-8822,keepAlive is not working correctly in the HTTP requester,"keepAlive is not working as expected. The http:request element always sends the header Connection: keep-alive in the request, regardless of the usePersistentConnections attribute in the config. If usePersistentConnections is set to false, keepAlive should be disabled, but the header is still sent.    Also, in the proxy scenario (using a listener and a requester) connections are kept alive but not reused. See example config here: https://github.com/mulesoft/performanceworks/blob/master/APPS/PROXY-MCD/100B/http_module_proxy/proxy.xml  This causes ""Remotely closed"" errors, thrown by the service that is being proxied in a highly concurrent scenario.",OAuth2 Refresh token logic fails after restart for preexistent connection,"This issue is related to the problem encountered in JIRA MULE-8277.    After restarting an application that uses the Box Connector, the first time a box request is made with a preexisting Box connection, that has an expired access token in its OAuthState, a refresh token process is triggered that does not attempt to save the refresh and access token obtained from box in the connector's ObjectStore.    The Box connector postAuthorize method invokes one of the connector's processors in order to retrieve the id of the user after the OAuth2 dance for identification purposes. That request within the postAuthorize triggers the first refresh token process for the connector on its first use after restart.    The way to reproduce the issue would be:  - Run a mule application on mule 3.6.2 with the Box Connector and a persistent Objectstore for it  - Do the OAuth dance with a Box user using the authorize MessageProcessor.  - Wait until the Box access token expires or modify it in the OAuthState saved in the Objectstore to make it invalid  - Restart the mule application and attempt to run a Box MessageProcessor like <box:get-user /> twice. (The first attempt should refresh but not save and the second should fail to refresh)",-1,1,8,5,2026-05-14T20:44:39Z,2026-05-14T21:04:34Z,1195.414,"{""Decision"": -1}"
mule,5,MULE-9113,MULE-8573,Remove TCP transport,1.2.13 Remove TCP transport,Add support for expressions in the authentication configuration of the HTTP connector,Add support for MEL expressions in the attributes of the authentication elements of the new HTTP connector.,-1,1,5,3,2026-05-14T20:44:39Z,2026-05-14T21:04:35Z,1195.524,"{""Decision"": -1}"
mule,5,MULE-8619,MULE-8910,Review event copying and access control in non-blocking support,Need to ensure there are no issues..,Implement connection validation policy on Ext-Api,"Create a mechanism so that connections can be validated to still be functional. Notice that this is not design time connection testing but runtime validation of a connection being usable. If the validation fails, then the reconnection workflow should be triggered",-1,-1,1,8,2026-05-14T20:44:39Z,2026-05-14T21:04:35Z,1195.719,"{""Decision"": -1}"
mule,5,MULE-9075,MULE-9217,Remove RC4 cipher suites from tls-default.conf,As per https://tools.ietf.org/html/rfc7465 we should remove this cipher suites from our suggested ones.,Update spring schemas to 3.8,Update spring schemas to 3.8,-1,1,3,1,2026-05-14T20:44:39Z,2026-05-14T21:04:35Z,1195.726,"{""Decision"": -1}"
mule,5,MULE-9211,MULE-8741,Configurations should be able to have dynamic parameters which don't trigger dynamic configurations,"Currently, all configuration parameters with expression values are translated into a DynamicConfigurationResolver. This is fine for most cases    There're other cases though in which it's desirable to have dynamic values which shouldn't necessarily trigger a new config instance. For example, an FTP connector which needs to switch between ASCII and BINARY mode. It should be fairly easy to switch modes through the use of an expression, but we don't want to trigger new connection pools for each case. Only connection credentials should trigger that.    To enable this case, we can leverage the ValueResolver<T> object which already exists in the extension-support module.    The config can have:    {code:java}  @Parameter  private ValueResolver<String> transferMode;  {code}    and then when you want to get the value you go:    {code:java}  ftpConnector.getTransferMode().resolve(event);  {code}",Extract logic for creating implicit configs to a separate class,The logic for creating implicit configurations is now part of the DefaultExtensionsManager. Would be good to have that extracted to a separate class,1,1,8,5,2026-05-14T20:44:39Z,2026-05-14T21:04:36Z,1197.097,"{""Decision"": 1}"
mule,5,MULE-8583,MULE-8669,Upgrade async-http-client to 1.9.21,This version includes several fixes but depends on also upgrading Grizzly.,non-blocking processing strategy should only allow direct-threading-profile,"Currently we cannot force the configuration to use direct-threading-profile for all non-blocking flows, this is because thread pool belong to the listener and not to the flow. We need a bigger change that we cannot make now and we can only address it in Mule 4.  Because we don't have a concrete use scenario for using non-blocking with a worker threading profile we want to validate that you can only use direct-threading-profile for HTTP listeners when flow's processing strategy is non-blocking. This validation will be on runtime.",-1,1,3,1,2026-05-14T20:44:39Z,2026-05-14T21:04:37Z,1197.62,"{""Decision"": -1}"
mule,5,MULE-8518,MULE-8650,Provide access to client certificate on 2-way TLS authenticated connections,When a 2-way TLS authenticated connection is created the client certificate should be exposed in the flow since it may be useful to use it to identify the client.    We are going to expose the client certificate ONLY (not the CA certificates) in the flow using a new inbound property http.client.cert.    The user can access the client principal by doing message.inboundProperties['http.client.cert'].getSubjectDN()    We analyse if there is any risk by exposing the certificate as an inbound property but we got to the conclusion that there's no risk since the client certificate is publicly available in general and it's not used for the communication encrypt  / decrypt. It's only used to identify the client.,SecurityFilterMessageProcessor does not support non-blocking.,SecurityFilterMessageProcessor should implement NonBlockingSupported,-1,1,5,3,2026-05-14T20:44:39Z,2026-05-14T21:04:37Z,1197.738,"{""Decision"": -1}"
mule,5,MULE-8596,MULE-8594,JMX connection error when using JConsole,"Deployed an simple app with an HTTP listener and HTTP request. Opened Oracle Java Mission Control and when I went to the threads view I got an exception on the console.  I cannot see the threads when using JConsole, it seems that JMC recovers from that error and shows the threads anyway but at the cost of having a big delay in the response time.   This is working in 3.5.x",Content-type is not set on HTTP responses,"When using an ObjectToJson transformer (with return type String), ""content-type"" header is not being set in the response.    This might happen with other transformers, in fact with any other thing that sets a String Payload.     Attaching an example app that reproduces the issue. Running the same app with Mule 3.6 shows the right behavior.",1,1,8,5,2026-05-14T20:44:39Z,2026-05-14T21:04:37Z,1197.997,"{""Decision"": 1}"
mule,5,MULE-8610,MULE-8535,Update MVEL version to 2.1.9-MULE-006,Need to update MVEL to include the fix for  MULE-8336,Ensure that transformers use a proper return datatype,"Transformers define an output dataType which is set on the message after the transformation.  In order to properly propagate message dataType, transformers must return the proper type, mimeType and encoding that corresponds to the executed transformation.",-1,-1,1,8,2026-05-14T20:44:39Z,2026-05-14T21:04:37Z,1198.144,"{""Decision"": -1}"
mule,5,MULE-8578,MULE-8515,The Json-to-Object transformer not change the mimeType correctly. It should set application/json,"The json-to-object not change the mimeType correctly. It should set application/json as mimeType but keep text/javascript after an HTTP Request.    Steps to reproduce (see attached app):  1) Send HTTP request to http://localhost:8081/json_object_wrong_mime_type .    2) Check in the log the datatype of the message after Json-to-Object transformer in the outbound property ""json_object_datatype"".",NPE in is-long validator when setting a null locale,"When setting programatically the locale to null validator fails with NPE    {code:xml}      <flow name=""full-long"">          <validation:is-long value=""#[payload]"" pattern=""#[pattern]"" message=""#[message]"" exceptionClass=""#[exceptionClass]"" locale=""#[locale]"" minValue=""#[minValue]"" maxValue=""#[maxValue]"" config-ref=""validation""/>      </flow>  {code}    {code}      @Test      public void otherIsLong() throws Exception      {          MuleEvent event;          event = getTestEvent(""400%"");          event.setFlowVariable(""pattern"", ""###%"");          event.setFlowVariable(""locale"", null);          event.setFlowVariable(""minValue"", null);          event.setFlowVariable(""maxValue"", null);          event.setFlowVariable(""message"", ""Wrong pattern."");          event.setFlowVariable(""exceptionClass"", java.lang.ArrayIndexOutOfBoundsException.class);          runFlow(""full-long"", event);      }  {code}",1,1,3,1,2026-05-14T20:44:39Z,2026-05-14T21:04:38Z,1199.192,"{""Decision"": 1}"
mule,5,MULE-8605,MULE-9250,Using Preemptive basic authentication in the new HTTP Module uses two request where the User/Pass are invalid,"Using the correct User/Pass in basic authentication with Preemptive enabled in the new HTTP Module works fine. You send a single request with the Authorization field and you receive a 200.    But in the case when you use a wrong User/Pass, it send fine the Authorization field but when the server respond with a 401, the requester send a new requester trying to be authorize.     See the attached files with the comparison of how works the http-client (only 1 request) and how it works the requester (2 requests)    +To reproduce you can use these tests:+    * HttpRequestAuthTestCase - invalidBasicAuthentication (Mule-ee) (Requeter - 2 requests)  * HttpListenerAuthTestCase - invalidBasicAuthenticationPreemptive (Mule-ee) (Http-client 1 request)",Remove extensions test jars from mule distribution,"Currently, when creating the studio distributions, extensions used for testing only are being discovered inside the runtime. (Heisenberg Extension).    This jar should not be included in the distribution, or at least we should have a flag that needs to be explicitly provided for this jars to be included.",1,1,5,3,2026-05-14T20:44:39Z,2026-05-14T21:04:39Z,1199.918,"{""Decision"": 1}"
mule,5,MULE-9153,MULE-9214,Add support for interfaces as parameters of an @Operation,"When using interfaces as parameters of an operation, it fails to generate the Extension module giving a missleading wrong error message.    Whe should add the support to have interfaces as parameters.  {code:java}  //Pojo code    public class SimplePojo  {      @Parameter      private String someField;        public String getSomeField()      {          return someField;      }        public void setSomeField(String someField)      {          this.someField = someField;      }  }    //Interface code  public interface MyInterface  {      String getSomeMessage(String orignal);  }    //@Operations code  public class ExtensionOperations {  	@Operation  	public SimplePojo pojoOperation(SimplePojo pojo) {  		return pojo;  	}    	@Operation  	public void interfaceOperation(MyInterface callback){    	}  }  {code}  Current error log:  {code}  org.mule.extension.api.exception.IllegalModelDefinitionException: Extension 'first' defines a operation of name 'operation' which contains a parameter of complex type 'class org.mule.module.extension.firstextension.SimplePojo'. However, operation of name 'interfaceOperation' defines a parameter of the same name but type 'org.mule.module.extension.firstextension.MyInterface'. Complex parameter of different types cannot have the same name.      org.mule.module.extension.internal.introspection.validation.NameClashModelValidator$ValidationDelegate.lambda$validateTopLevelParameters$37(NameClashModelValidator.java:137)    org.mule.module.extension.internal.introspection.validation.NameClashModelValidator$ValidationDelegate$$Lambda$26/490407158.accept(Unknown Source)    java.util.stream.ForEachOps$ForEachOp$OfRef.accept(ForEachOps.java:184)    java.util.stream.ReferencePipeline$2$1.accept(ReferencePipeline.java:175)    java.util.Iterator.forEachRemaining(Iterator.java:116)    java.util.Spliterators$IteratorSpliterator.forEachRemaining(Spliterators.java:1801)    java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:512)    java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:502)    java.util.stream.ForEachOps$ForEachOp.evaluateSequential(ForEachOps.java:151)    java.util.stream.ForEachOps$ForEachOp$OfRef.evaluateSequential(ForEachOps.java:174)    java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:234)    java.util.stream.ReferencePipeline.forEach(ReferencePipeline.java:418)    org.mule.module.extension.internal.introspection.validation.NameClashModelValidator$ValidationDelegate.validateTopLevelParameters(NameClashModelValidator.java:121)    org.mule.module.extension.internal.introspection.validation.NameClashModelValidator$ValidationDelegate.validate(NameClashModelValidator.java:107)    org.mule.module.extension.internal.introspection.validation.NameClashModelValidator$ValidationDelegate.lambda$validate$33(NameClashModelValidator.java:77)    org.mule.module.extension.internal.introspection.validation.NameClashModelValidator$ValidationDelegate$$Lambda$27/1920186116.accept(Unknown Source)    java.util.Iterator.forEachRemaining(Iterator.java:116)    java.util.Spliterators$IteratorSpliterator.forEachRemaining(Spliterators.java:1801)    java.util.stream.ReferencePipeline$Head.forEach(ReferencePipeline.java:580)    org.mule.module.extension.internal.introspection.validation.NameClashModelValidator$ValidationDelegate.validate(NameClashModelValidator.java:77)    org.mule.module.extension.internal.introspection.validation.NameClashModelValidator$ValidationDelegate.access$000(NameClashModelValidator.java:52)    org.mule.module.extension.internal.introspection.validation.NameClashModelValidator.validate(NameClashModelValidator.java:49)    org.mule.module.extension.internal.introspection.DefaultExtensionFactory.lambda$createFrom$39(DefaultExtensionFactory.java:105)    org.mule.module.extension.internal.introspection.DefaultExtensionFactory$$Lambda$18/1393913553.accept(Unknown Source)    java.lang.Iterable.forEach(Iterable.java:75)    org.mule.module.extension.internal.introspection.DefaultExtensionFactory.createFrom(DefaultExtensionFactory.java:105)    org.mule.module.extension.internal.introspection.DefaultExtensionFactory.createFrom(DefaultExtensionFactory.java:94)    org.mule.module.extension.studio.internal.capability.studio.editor.StudioEditorGeneratorTest.testGeneration(StudioEditorGeneratorTest.java:63)    sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)    sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)    sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)    java.lang.reflect.Method.invoke(Method.java:497)    org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47)    org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)    org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)    org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)    org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)    org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)    org.junit.rules.TestWatcher$1.evaluate(TestWatcher.java:55)  {code}",Add missing syntax validators for annotation driven extensions,*Add missing syntax validators for annotation driven extensions*  * Validate @UseConfig or @UseConfig are used more that once  * Validate if configurations or connection providers from the @Extension are compatible with every @UseConfig or @Connection type from the @Operations,1,-1,2,3,2026-05-14T20:44:39Z,2026-05-14T21:04:39Z,1199.98,"{""Decision"": 1}"
mule,5,MULE-9074,MULE-9207,WebService Consumer: xsd:import for external resources through HTTP fails with java.io.FileNotFoundException,WS consumer can't handle imported or included wsdl/xsd files when they are located externally.,ConnectionProvider getHandlingStrategy must receive a parameterized ConnectionHandlingStrategyFactory,"Current ConnectionProvider getHandlingStrategy interface method receive a ConnectionHandlingStrategyFactory raw type parameter, this  results in an unchecked warning on every implementation of this method.  The signature of the method must be  {code:java}  ConnectionHandlingStrategy<Connection> getHandlingStrategy(ConnectionHandlingStrategyFactory<Config, Connection> handlingStrategyFactory);  {code}",1,1,5,2,2026-05-14T20:44:39Z,2026-05-14T21:04:39Z,1200.242,"{""Decision"": 1}"
mule,5,MULE-8837,MULE-8604,Improve usability to manage cookies in the HTTP listener,"Currently, the only way to handle cookies in the HTTP listener is through the Set-Cookie and Cookie headers (reading and setting them manually). Improve the usability so that the user doesn't have to manually parse a cookie sent by the client, or know how to create a Set-Cookie header. (Probably by adding come cookie object as the old http transport had, and adding some new syntax to the response-builder element in the config).",Incorrect error processing on Jetty transport,"Jetty transport is not properly managing error conditions that occur when a MuleMessage fails to be created for the current request.  For example, if a request contains an invalid mimeType, it won't be possible to create a DefaultMuleMessage from it, an exception will be thrown to signal the error, but the returned response will be a 200 instead of 500. (NOTE: the problem exists only when there is no MuleMessage, once it has been created, then it works as expected)",1,1,13,2,2026-05-14T20:44:39Z,2026-05-14T21:04:40Z,1200.48,"{""Decision"": 1}"
mule,5,MULE-9214,MULE-8584,Add missing syntax validators for annotation driven extensions,*Add missing syntax validators for annotation driven extensions*  * Validate @UseConfig or @UseConfig are used more that once  * Validate if configurations or connection providers from the @Extension are compatible with every @UseConfig or @Connection type from the @Operations,Upgrade grizzly to 2.3.20,This is necessary to upgrade AHC.,1,1,3,1,2026-05-14T20:44:39Z,2026-05-14T21:04:40Z,1201.341,"{""Decision"": 1}"
mule,5,MULE-8515,MULE-8823,NPE in is-long validator when setting a null locale,"When setting programatically the locale to null validator fails with NPE    {code:xml}      <flow name=""full-long"">          <validation:is-long value=""#[payload]"" pattern=""#[pattern]"" message=""#[message]"" exceptionClass=""#[exceptionClass]"" locale=""#[locale]"" minValue=""#[minValue]"" maxValue=""#[maxValue]"" config-ref=""validation""/>      </flow>  {code}    {code}      @Test      public void otherIsLong() throws Exception      {          MuleEvent event;          event = getTestEvent(""400%"");          event.setFlowVariable(""pattern"", ""###%"");          event.setFlowVariable(""locale"", null);          event.setFlowVariable(""minValue"", null);          event.setFlowVariable(""maxValue"", null);          event.setFlowVariable(""message"", ""Wrong pattern."");          event.setFlowVariable(""exceptionClass"", java.lang.ArrayIndexOutOfBoundsException.class);          runFlow(""full-long"", event);      }  {code}",Unable to deploy Application in Mule 3.7.0,"Nowadays, if you want to create a proxy, you have to specify the port name and the soapVersion for each binding. This information is provided by the wsdl, so it shouldn't be required, the proxies should detect them automatically.    As a consequence, if you have an API with multiple ports, one of them receiving a SOAP 1.1 envelope, and other one receiving a SOAP 1.2 envelope, and if you don't specify the port and the soapVersion in both proxies (service and client) you will not be able to send a SOAP 1.2 message.     This means that a simple proxy cannot be used with both types of SOAP versions.",-1,-1,1,8,2026-05-14T20:44:39Z,2026-05-14T21:04:41Z,1201.451,"{""Decision"": -1}"
mule,5,MULE-8700,MULE-8539,Incorrect XSD generated for extension built using extension API,"Reviewing the code or extensions API implementation, found that the XSD sceham generated for the test Heinsenberg extension's killOne operation is wrong.  {code}      <xs:element xmlns=""http://www.mulesoft.org/schema/mule/heisenberg"" type=""KillOneType"" substitutionGroup=""heisenberg-empire"" name=""kill-one""></xs:element>      <xs:complexType name=""KillOneType"">          <xs:complexContent>              <xs:extension xmlns:mule=""http://www.mulesoft.org/schema/mule/core"" base=""mule:abstractMessageProcessorType"">                  <xs:sequence>                      <xs:element minOccurs=""1"" name=""kill-operation"">                          <xs:complexType>                              <xs:group xmlns=""http://www.mulesoft.org/schema/mule/heisenberg"" minOccurs=""1"" maxOccurs=""1"" ref=""heisenberg-empire-group""></xs:group>                          </xs:complexType>                      </xs:element>                  </xs:sequence>                  <xs:attribute type=""mule:substitutableName"" use=""optional"" name=""config-ref"">                      <xs:annotation>                          <xs:documentation>Specify which configuration to use for this invocation.</xs:documentation>                      </xs:annotation>                  </xs:attribute>                  <xs:attribute type=""mule:expressionString"" use=""required"" name=""reason""></xs:attribute>              </xs:extension>          </xs:complexContent>      </xs:complexType>  {code}    From that snipet, a XML like the following would be valid if checked against a schame validation tool:  {code}          <heisenberg:kill-one  reason=""I'm the one who knocks"">              <heisenberg:kill-operation>                  <heisenberg:kill-with-custom-message victim=""Gustavo Fring"" goodbyeMessage=""bye bye""/>              </heisenberg:kill-operation>              <heisenberg:kill-operation>                  <heisenberg:kill-with-custom-message victim=""Gustavo Fring"" goodbyeMessage=""bye bye""/>              </heisenberg:kill-operation>          </heisenberg:kill-one>  {code}",Lifecycle not applied to Objects manually registered during initialisation,Suppose an Initialisable or Startable object which during any of those phases registers a new Lifecycle object (e.g.: like an endpoint which creates and registers a connector).    Only the already completed phases are applied to the newly registered object while the one being currently executed isn't,-1,1,3,1,2026-05-14T20:44:39Z,2026-05-14T21:04:41Z,1202.138,"{""Decision"": -1}"
mule,5,MULE-9168,MULE-8569,Users should not be forced to use @Parameter to expose pojo fields,"In order to expose pojo fields users are force to annotate the each field with @Parameter.    When users consumes external jar, they cannot modify the code. Also if they generate java stubs from a WSDL using CXF, they will need to modify a huge amount of Pojos just to get this to work properly, and what is worst, if a new version of the WSDL goes out and you try to update your connector, you will lose everything after generating the new stubs.    The mechanism should be that if the Pojo has any field annotated with @Parameter, then the current logic is valid and should only expose those fields. However, if the Pojo has no @Parameter, every single field that has a gettter and setter should be taken into account (including nested pojo fields)",Applications and corresponding domains should share the same OptionalObjectController,"OptionalObjectsController is used to track objects registered through registry-bootstrap.properties which are optional.    When an application belongs to a domain, that instance should be shared between the app and the domain.",1,1,8,5,2026-05-14T20:44:39Z,2026-05-14T21:04:41Z,1202.344,"{""Decision"": 1}"
