issuekey_A,title_A,description_A,text_A,issuekey_B,title_B,description_B,text_B,Y
USERGRID-1085,Create RPM Distributable for Usergrid 2.1,,Create RPM Distributable for Usergrid 2.1 ,CLOV-1817,Fix colors of test passed / failed / error icons in Eclipse,"Currently we use dark blue color for a failed test. It's not contrast enough compared to the green one.     Furthermore, we use a red background for a ""FAIL"" status label, which is not consistent. Also, a green background used for a ""PASS"" label is different from the green dot in the icon.     Current colors used: green-pass, blue-fail, red-error are the same as in Eclipse's JUnit view.    Consider also changing a dot to three different figures to make it accessible for color-blinded people. For instance:   * light green circle - pass   * dark blue triangle - fail   * red square - error  ","Fix colors of test passed / failed / error icons in Eclipse Currently we use dark blue color for a failed test. It's not contrast enough compared to the green one.     Furthermore, we use a red background for a ""FAIL"" status label, which is not consistent. Also, a green background used for a ""PASS"" label is different from the green dot in the icon.     Current colors used: green-pass, blue-fail, red-error are the same as in Eclipse's JUnit view.    Consider also changing a dot to three different figures to make it accessible for color-blinded people. For instance:   * light green circle - pass   * dark blue triangle - fail   * red square - error  ",1
USERGRID-1086,Errors/Failed index events during mgmt app re-index,"These errors/failed index events do not seem to cause any operating issues with Usergrid, but cause messages to fall into dead letter queue and increase in ERROR log statements.        2015-10-30 22:31:48,552 [Usergrid-RxIOPool-152] ERROR org.apache.usergrid.corepersistence.asyncevents.AmazonAsyncEventService- Received empty index sequence message:(6c53a75c-6351-4f2b-8e86-e0176c0bebcd), body:({""edgeIndexEvent"":{""creationTime"":1446244308487,""sourceRegion"":""us-east-1"",""applicationScope"":{""application"":{""uuid"":""b6768a08-b5d5-11e3-a495-11ddb1de66c8"",""type"":""application""}},""entityId"":{""uuid"":""b6768a08-b5d5-11e3-a495-11ddb1de66c8"",""type"":""org_application""},""edge"":{""sourceNode"":{""uuid"":""b6768a08-b5d5-11e3-a495-11ddb1de66c8"",""type"":""application""},""type"":""zzzcollzzz|org_applications"",""targetNode"":{""uuid"":""b6768a08-b5d5-11e3-a495-11ddb1de66c8"",""type"":""org_application""},""timestamp"":136655371084730107}}})  2015-10-30 22:31:48,553 [Usergrid-RxIOPool-152] ERROR org.apache.usergrid.corepersistence.asyncevents.AmazonAsyncEventService- Failed to index message: 6c53a75c-6351-4f2b-8e86-e0176c0bebcd  java.lang.Exception: Received empty index sequence.          at org.apache.usergrid.corepersistence.asyncevents.AmazonAsyncEventService.lambda$callEventHandlers$21(AmazonAsyncEventService.java:357)          at java.util.stream.ReferencePipeline$3$1.accept(ReferencePipeline.java:193)          at java.util.ArrayList$ArrayListSpliterator.forEachRemaining(ArrayList.java:1374)          at java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:481)          at java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:471)          at java.util.stream.ReduceOps$ReduceOp.evaluateSequential(ReduceOps.java:708)          at java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:234)          at java.util.stream.ReferencePipeline.collect(ReferencePipeline.java:499)          at org.apache.usergrid.corepersistence.asyncevents.AmazonAsyncEventService.callEventHandlers(AmazonAsyncEventService.java:372)          at org.apache.usergrid.corepersistence.asyncevents.AmazonAsyncEventService.lambda$null$23(AmazonAsyncEventService.java:695)          at rx.internal.operators.OperatorMap$1.onNext(OperatorMap.java:55)          at rx.internal.util.ScalarSynchronousObservable$1.call(ScalarSynchronousObservable.java:46)          at rx.internal.util.ScalarSynchronousObservable$1.call(ScalarSynchronousObservable.java:35)          at rx.Observable$2.call(Observable.java:162)          at rx.Observable$2.call(Observable.java:154)          at rx.Observable.unsafeSubscribe(Observable.java:7710)          at rx.internal.operators.OperatorSubscribeOn$1$1.call(OperatorSubscribeOn.java:62)          at rx.internal.schedulers.ScheduledAction.run(ScheduledAction.java:55)          at rx.schedulers.ExecutorScheduler$ExecutorSchedulerWorker.run(ExecutorScheduler.java:98)          at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)          at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)          at java.lang.Thread.run(Thread.java:745)","Errors/Failed index events during mgmt app re-index These errors/failed index events do not seem to cause any operating issues with Usergrid, but cause messages to fall into dead letter queue and increase in ERROR log statements.        2015-10-30 22:31:48,552 [Usergrid-RxIOPool-152] ERROR org.apache.usergrid.corepersistence.asyncevents.AmazonAsyncEventService- Received empty index sequence message:(6c53a75c-6351-4f2b-8e86-e0176c0bebcd), body:({""edgeIndexEvent"":{""creationTime"":1446244308487,""sourceRegion"":""us-east-1"",""applicationScope"":{""application"":{""uuid"":""b6768a08-b5d5-11e3-a495-11ddb1de66c8"",""type"":""application""}},""entityId"":{""uuid"":""b6768a08-b5d5-11e3-a495-11ddb1de66c8"",""type"":""org_application""},""edge"":{""sourceNode"":{""uuid"":""b6768a08-b5d5-11e3-a495-11ddb1de66c8"",""type"":""application""},""type"":""zzzcollzzz|org_applications"",""targetNode"":{""uuid"":""b6768a08-b5d5-11e3-a495-11ddb1de66c8"",""type"":""org_application""},""timestamp"":136655371084730107}}})  2015-10-30 22:31:48,553 [Usergrid-RxIOPool-152] ERROR org.apache.usergrid.corepersistence.asyncevents.AmazonAsyncEventService- Failed to index message: 6c53a75c-6351-4f2b-8e86-e0176c0bebcd  java.lang.Exception: Received empty index sequence.          at org.apache.usergrid.corepersistence.asyncevents.AmazonAsyncEventService.lambda$callEventHandlers$21(AmazonAsyncEventService.java:357)          at java.util.stream.ReferencePipeline$3$1.accept(ReferencePipeline.java:193)          at java.util.ArrayList$ArrayListSpliterator.forEachRemaining(ArrayList.java:1374)          at java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:481)          at java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:471)          at java.util.stream.ReduceOps$ReduceOp.evaluateSequential(ReduceOps.java:708)          at java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:234)          at java.util.stream.ReferencePipeline.collect(ReferencePipeline.java:499)          at org.apache.usergrid.corepersistence.asyncevents.AmazonAsyncEventService.callEventHandlers(AmazonAsyncEventService.java:372)          at org.apache.usergrid.corepersistence.asyncevents.AmazonAsyncEventService.lambda$null$23(AmazonAsyncEventService.java:695)          at rx.internal.operators.OperatorMap$1.onNext(OperatorMap.java:55)          at rx.internal.util.ScalarSynchronousObservable$1.call(ScalarSynchronousObservable.java:46)          at rx.internal.util.ScalarSynchronousObservable$1.call(ScalarSynchronousObservable.java:35)          at rx.Observable$2.call(Observable.java:162)          at rx.Observable$2.call(Observable.java:154)          at rx.Observable.unsafeSubscribe(Observable.java:7710)          at rx.internal.operators.OperatorSubscribeOn$1$1.call(OperatorSubscribeOn.java:62)          at rx.internal.schedulers.ScheduledAction.run(ScheduledAction.java:55)          at rx.schedulers.ExecutorScheduler$ExecutorSchedulerWorker.run(ExecutorScheduler.java:98)          at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)          at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)          at java.lang.Thread.run(Thread.java:745)",DM-3777,server side preparation for  histogram plot (2),"1. On the initialization, server needs to return the following summary table for all numeric columns:       a. column name / description / unit      b. min and max values      c. number of points    2. For a given column and binning options, return the table of bins:     a. first column - numInBin - number of points in a bin     b. second column - binMin - bin's lower bound     c. third column - binMax - bin's upper bound     [10-13-15] Added by LZ  Here is the detailed requirement from Tatiana:  The implementation of this ticket are two search processors (similar to IpacTableFromSource search processor). Both search processors should be located in edu.caltech.ipac.firefly.server.query package and produce an IPAC Table.     1.  Getting table statistics    INPUT:  The input to the first search processor should be TableServerRequest (treq) with ""searchRequest"" parameter set. The searchRequest parameter will be a serialized JSON string, which can represent a search request to any other search processor. This  parameter determines how the input IPAC table is  obtained. (The input IPAC table is produced similarly to how IpacTableFromSource produces the result with ""processor"" parameter set.)    To parse SearchRequest parameter into key-value pairs - the parameters for the search request - you can use json.simple library:    JSONObject searchRequestJSON = (JSONObject)JSONValue.parse(treq.get(""searchRequest""));  if (searchRequestJSON != null) {      for (Object param : searchRequestJSON.keySet()) {          String name = (String)param;          String value = (String)searchRequestJSON.get(param);          }     }  One of the parameters should be the ""id"" (ServerReuqest.ID_KEY) - which tells which search processor to use to obtain input IPAC table.    OUTPUT:  The output IPAC table produced by the first search processor should contain 5 columns: columnName, description, unit (unit or empty string), min, max, numPoints (the number of non-null values).    2.  Getting histogram data    INPUT:  The input to the second processor should be TableServerRequest (treq) with ""searchRequest"" parameter set (exactly the same as ""searchRequest"" parameter in item 1) plus binningOptions. The binningOptions parameter will be serialized JSON object with the following keys (object properties):  {  ""algorithm"" : ""fixedSizeBins"",          ""binSize"" : 20,          ""column"" : ""wavelength"",          ""scale"" : ""linear"",          ""min"" : 0,          ""max"" :100  }    Notes:   -the algorithm is simple fixed size binning for now, in future we'll need to add variable size bins algorithm described here: http://www.astroml.org/examples/algorithms/plot_bayesian_blocks.html  - at the beginning, you can assume that column is column name, but it can be an expression based on several columns.   - scale can be ""linear"" or ""log""  - min and max define filter on the points included into histogram calculation, any of them or both can be absent. If both are absent, no filter needs to be applied.    OUTPUT:  The output IPAC table produced by the second search processor should contain 3 columns:  numInBin, binMin, binMax in that order. The table should be sorted by binMin. The binMax of row i should be always less or equal to binMin of row i+1. If number of points in the bin is 0, it's OK to skip this bin.    ","server side preparation for  histogram plot (2) 1. On the initialization, server needs to return the following summary table for all numeric columns:       a. column name / description / unit      b. min and max values      c. number of points    2. For a given column and binning options, return the table of bins:     a. first column - numInBin - number of points in a bin     b. second column - binMin - bin's lower bound     c. third column - binMax - bin's upper bound     [10-13-15] Added by LZ  Here is the detailed requirement from Tatiana:  The implementation of this ticket are two search processors (similar to IpacTableFromSource search processor). Both search processors should be located in edu.caltech.ipac.firefly.server.query package and produce an IPAC Table.     1.  Getting table statistics    INPUT:  The input to the first search processor should be TableServerRequest (treq) with ""searchRequest"" parameter set. The searchRequest parameter will be a serialized JSON string, which can represent a search request to any other search processor. This  parameter determines how the input IPAC table is  obtained. (The input IPAC table is produced similarly to how IpacTableFromSource produces the result with ""processor"" parameter set.)    To parse SearchRequest parameter into key-value pairs - the parameters for the search request - you can use json.simple library:    JSONObject searchRequestJSON = (JSONObject)JSONValue.parse(treq.get(""searchRequest""));  if (searchRequestJSON != null) {      for (Object param : searchRequestJSON.keySet()) {          String name = (String)param;          String value = (String)searchRequestJSON.get(param);          }     }  One of the parameters should be the ""id"" (ServerReuqest.ID_KEY) - which tells which search processor to use to obtain input IPAC table.    OUTPUT:  The output IPAC table produced by the first search processor should contain 5 columns: columnName, description, unit (unit or empty string), min, max, numPoints (the number of non-null values).    2.  Getting histogram data    INPUT:  The input to the second processor should be TableServerRequest (treq) with ""searchRequest"" parameter set (exactly the same as ""searchRequest"" parameter in item 1) plus binningOptions. The binningOptions parameter will be serialized JSON object with the following keys (object properties):  {  ""algorithm"" : ""fixedSizeBins"",          ""binSize"" : 20,          ""column"" : ""wavelength"",          ""scale"" : ""linear"",          ""min"" : 0,          ""max"" :100  }    Notes:   -the algorithm is simple fixed size binning for now, in future we'll need to add variable size bins algorithm described here: http://www.astroml.org/examples/algorithms/plot_bayesian_blocks.html  - at the beginning, you can assume that column is column name, but it can be an expression based on several columns.   - scale can be ""linear"" or ""log""  - min and max define filter on the points included into histogram calculation, any of them or both can be absent. If both are absent, no filter needs to be applied.    OUTPUT:  The output IPAC table produced by the second search processor should contain 3 columns:  numInBin, binMin, binMax in that order. The table should be sorted by binMin. The binMax of row i should be always less or equal to binMin of row i+1. If number of points in the bin is 0, it's OK to skip this bin.    ",-1
USERGRID-1091,AbstractReadGraphFilter produces and queues empty queue operations,"When read repair is triggered, it is possible that there are now deIndexRequests to be queued.  Currently we're queueing empty operations and need to filter this properly.","AbstractReadGraphFilter produces and queues empty queue operations When read repair is triggered, it is possible that there are now deIndexRequests to be queued.  Currently we're queueing empty operations and need to filter this properly.",TIMOB-19143,Windows: Button does not size correctly,"When creating a button and specifying its width and height to create a square the displayed button does not respect the size set and looks rectangular.    *EXAMPLE*  {code}  var win = Ti.UI.createWindow({      backgroundColor: 'blue'  });  var viewA = Ti.UI.createTextField({      top: '5dp',      width: '20dp',      height: '20dp'  });  var viewB = Ti.UI.createView({      backgroundColor: 'white',      top: '35dp',      width: '20dp',      height: '20dp'  });  var viewC = Ti.UI.createButton({      top: '55dp',      width: '20dp',      height: '20dp'  });  win.add(viewA);  win.add(viewB);  win.add(viewC);  win.open();  {code}","Windows: Button does not size correctly When creating a button and specifying its width and height to create a square the displayed button does not respect the size set and looks rectangular.    *EXAMPLE*  {code}  var win = Ti.UI.createWindow({      backgroundColor: 'blue'  });  var viewA = Ti.UI.createTextField({      top: '5dp',      width: '20dp',      height: '20dp'  });  var viewB = Ti.UI.createView({      backgroundColor: 'white',      top: '35dp',      width: '20dp',      height: '20dp'  });  var viewC = Ti.UI.createButton({      top: '55dp',      width: '20dp',      height: '20dp'  });  win.add(viewA);  win.add(viewB);  win.add(viewC);  win.open();  {code}",-1
USERGRID-1092,Test and design for ElasticSearch running on Tomcat nodes,This can become a coordination task with other teams as well as executing it ourselves - for example with Kris Bhandare,Test and design for ElasticSearch running on Tomcat nodes This can become a coordination task with other teams as well as executing it ourselves - for example with Kris Bhandare,TESB-2333,Export route to the Spring XML file,,Export route to the Spring XML file ,1
USERGRID-1093,Load test in-memory queue with current consumer and queue implementation,,Load test in-memory queue with current consumer and queue implementation ,DM-5747,SQUASH dashboard prototype design,SQUASH dashboard prototype design is described here    http://sqr-009.lsst.io/en/latest/,SQUASH dashboard prototype design SQUASH dashboard prototype design is described here    http://sqr-009.lsst.io/en/latest/,-1
USERGRID-1099,Order of operations error in Query Execution,  I have a test that shows that queries of this form work:  C = c and ( A > a or B = false )    But the very same query formed like this will not work properly:  ( A > a or B = false ) and C = c    ,Order of operations error in Query Execution   I have a test that shows that queries of this form work:  C = c and ( A > a or B = false )    But the very same query formed like this will not work properly:  ( A > a or B = false ) and C = c    ,DM-5327,Create network monitoring dashboard for nebula sys admins,,Create network monitoring dashboard for nebula sys admins ,1
USERGRID-1100,POST /users/{user}/devices/notifications does not work.,,POST /users/{user}/devices/notifications does not work. ,STUDIO-2824,Select the sort direction connector queries,"As a Studio developer, I want to select a sort field and sort direction for my query (if the connector supports it) so that I can find data in my application that I'm looking for.    Acceptance criteria:  * I can sort by CreatedDate ascending or descending with Salesforce  * Sorting is not enabled if connector does not support it.  ","Select the sort direction connector queries As a Studio developer, I want to select a sort field and sort direction for my query (if the connector supports it) so that I can find data in my application that I'm looking for.    Acceptance criteria:  * I can sort by CreatedDate ascending or descending with Salesforce  * Sorting is not enabled if connector does not support it.  ",-1
USERGRID-1101,Unique Value Cleanup in 2.1 - cleaning up old columns for old versions,Ensure code makes it in to prevent wide rows in unique_values CF due to old versions not getting cleaned up ,Unique Value Cleanup in 2.1 - cleaning up old columns for old versions Ensure code makes it in to prevent wide rows in unique_values CF due to old versions not getting cleaned up ,TISTUD-2459,No templates available outside the default one for Titanium project,All the templates are missing except for the default ones for each project type.  ,No templates available outside the default one for Titanium project All the templates are missing except for the default ones for each project type.  ,-1
USERGRID-1106,Fix test: clientCredentialsFlowWithHeaderAuthorization(),Currently this test is ignored in Usergrid master branch:  ApplicationResourceIT.clientCredentialsFlowWithHeaderAuthorization()    If it is still relevant we should fix it and un-ignore it.,Fix test: clientCredentialsFlowWithHeaderAuthorization() Currently this test is ignored in Usergrid master branch:  ApplicationResourceIT.clientCredentialsFlowWithHeaderAuthorization()    If it is still relevant we should fix it and un-ignore it.,TIMOB-8579,BlackBerry: Implement Facebook module,,BlackBerry: Implement Facebook module ,-1
USERGRID-1113,Improve NotificationsService test coverage,"Currently many of the NotificationsServiceIT and NotifiersServiceIT test are either broken or incomplete because we were unable to create the mocks we need to test the code. We should revisit this and figure out how to get better test coverage for notifications in general.    Search the code for USERGRID-1113 to find the tests that should be unignored, fixed, replace or deleted.","Improve NotificationsService test coverage Currently many of the NotificationsServiceIT and NotifiersServiceIT test are either broken or incomplete because we were unable to create the mocks we need to test the code. We should revisit this and figure out how to get better test coverage for notifications in general.    Search the code for USERGRID-1113 to find the tests that should be unignored, fixed, replace or deleted.",XD-3671,Spike: Explore options to scale modules from shell,"As a user, I'd like to have direct shell commands to scale up/down a given module instance, so I can avoid SPI specific CLI commands that needs run outside of data flow.","Spike: Explore options to scale modules from shell As a user, I'd like to have direct shell commands to scale up/down a given module instance, so I can avoid SPI specific CLI commands that needs run outside of data flow.",-1
USERGRID-1115,Fix AdminUsersIT tests,Six of the AdminUsersIT tests are ignored because they interfere with other tests and other reasons.  Figure out how to run those tests serially or some other way to test admin user features.,Fix AdminUsersIT tests Six of the AdminUsersIT tests are ignored because they interfere with other tests and other reasons.  Figure out how to run those tests serially or some other way to test admin user features.,XD-374,Command to list taps,,Command to list taps ,1
USERGRID-1118,Fix EventsResource and IT,The EventsResource was broken during two-dot-o development and the tests in EventsResourceIT were marked ignore.    Fix the EventsResource and re-enable the tests.,Fix EventsResource and IT The EventsResource was broken during two-dot-o development and the tests in EventsResourceIT were marked ignore.    Fix the EventsResource and re-enable the tests.,TISTUD-4846,Android Emulator Run Configuration: preferences hyperlink is mislabeled and non-functional,"Android Emulator Run Configuration: preferences hyperlink is mislabeled and non-functional.    The preferences hyperlinks for android packaging and run on device are correctly labelled and functional.    See screenshots.    Test Steps:    1. Create a new android emulator run config.    Result:    Preferences hyperlink is mislabeled and non-functional.    Expected Result:    Preferences hyperlink is labelled ""Android SDK Version"" and links to Android Preferences.","Android Emulator Run Configuration: preferences hyperlink is mislabeled and non-functional Android Emulator Run Configuration: preferences hyperlink is mislabeled and non-functional.    The preferences hyperlinks for android packaging and run on device are correctly labelled and functional.    See screenshots.    Test Steps:    1. Create a new android emulator run config.    Result:    Preferences hyperlink is mislabeled and non-functional.    Expected Result:    Preferences hyperlink is labelled ""Android SDK Version"" and links to Android Preferences.",-1
USERGRID-1119,Fix GroupResourceIT.postGroupActivity() test,,Fix GroupResourceIT.postGroupActivity() test ,TISTUD-2263,Add ability to pass a list of platforms to be initially selected in Titanium Mobile project wizard,"The Titanium mobile project wizard page currently will select all deployment targets that are enabled. For creating new mobile web project from dashboard, we need the ability to pass in the list of platforms to be selected by default.  ","Add ability to pass a list of platforms to be initially selected in Titanium Mobile project wizard The Titanium mobile project wizard page currently will select all deployment targets that are enabled. For creating new mobile web project from dashboard, we need the ability to pass in the list of platforms to be selected by default.  ",-1
USERGRID-1124,"Internal ""size"" within entity metadata is not displayed when doing a GET by entity name ","This request does not come back with size in metadata object.     GET /org/app/collection/entityName  {code}  {    ""action"" : ""get"",    ""application"" : ""ec2df3b3-6e0e-11e5-9798-0223e9015bf9"",    ""params"" : { },    ""path"" : ""/regions"",    ""uri"" : ""https://testing"",    ""entities"" : [ {      ""uuid"" : ""2dcf254c-8ef5-11e5-87c2-069a7df27e87"",      ""type"" : ""region"",      ""name"" : ""region6"",      ""created"" : 1447961939135,      ""modified"" : 1447961939135,      ""metadata"" : {        ""path"" : ""/regions/2dcf254c-8ef5-11e5-87c2-069a7df27e87""      }    } ],    ""timestamp"" : 1447976782774,    ""duration"" : 77,    ""organization"" : ""org"",    ""applicationName"" : ""app""  }  {code}    However, get with the entity's UUID does return the metadata size.    GET /org/app/collection/2dcf254c-8ef5-11e5-87c2-069a7df27e87  {code}  {    ""action"" : ""get"",    ""application"" : ""ec2df3b3-6e0e-11e5-9798-0223e9015bf9"",    ""params"" : { },    ""path"" : ""/regions"",    ""uri"" : ""https://testing"",    ""entities"" : [ {      ""uuid"" : ""2dcf254c-8ef5-11e5-87c2-069a7df27e87"",      ""type"" : ""region"",      ""name"" : ""region6"",      ""created"" : 1447961939135,      ""modified"" : 1447961939135,      ""metadata"" : {        ""path"" : ""/regions/2dcf254c-8ef5-11e5-87c2-069a7df27e87"",        ""size"" : 334      }    } ],    ""timestamp"" : 1447977010952,    ""duration"" : 36,    ""organization"" : ""org"",    ""applicationName"" : ""app""  }  {code}","Internal ""size"" within entity metadata is not displayed when doing a GET by entity name  This request does not come back with size in metadata object.     GET /org/app/collection/entityName  {code}  {    ""action"" : ""get"",    ""application"" : ""ec2df3b3-6e0e-11e5-9798-0223e9015bf9"",    ""params"" : { },    ""path"" : ""/regions"",    ""uri"" : ""https://testing"",    ""entities"" : [ {      ""uuid"" : ""2dcf254c-8ef5-11e5-87c2-069a7df27e87"",      ""type"" : ""region"",      ""name"" : ""region6"",      ""created"" : 1447961939135,      ""modified"" : 1447961939135,      ""metadata"" : {        ""path"" : ""/regions/2dcf254c-8ef5-11e5-87c2-069a7df27e87""      }    } ],    ""timestamp"" : 1447976782774,    ""duration"" : 77,    ""organization"" : ""org"",    ""applicationName"" : ""app""  }  {code}    However, get with the entity's UUID does return the metadata size.    GET /org/app/collection/2dcf254c-8ef5-11e5-87c2-069a7df27e87  {code}  {    ""action"" : ""get"",    ""application"" : ""ec2df3b3-6e0e-11e5-9798-0223e9015bf9"",    ""params"" : { },    ""path"" : ""/regions"",    ""uri"" : ""https://testing"",    ""entities"" : [ {      ""uuid"" : ""2dcf254c-8ef5-11e5-87c2-069a7df27e87"",      ""type"" : ""region"",      ""name"" : ""region6"",      ""created"" : 1447961939135,      ""modified"" : 1447961939135,      ""metadata"" : {        ""path"" : ""/regions/2dcf254c-8ef5-11e5-87c2-069a7df27e87"",        ""size"" : 334      }    } ],    ""timestamp"" : 1447977010952,    ""duration"" : 36,    ""organization"" : ""org"",    ""applicationName"" : ""app""  }  {code}",MDL-39154,"core_files_get_files, core_files_upload_files ws functions contain context as parameter, which is not correct","Creating actually two issue here for two different WS, if it is preferred to open two issues just let me know.    As per comment of Damyon Wiese to MDL-29472, ""Context is considered internal to Moodle - and not exposed to webservices. It should not be sent as a parameter or returned in a response""    FILE: file/externallib.php    FUNCTION: get_files_parameters()  PARAMETER: 'contextid' => new external_value(PARAM_INT, 'context id')    FUNCTION: get_files_returns()  PARAMETER: 'contextid' => new external_value(PARAM_INT, '')    FUNCTION: upload_parameters()  PARAMETER: 'contextid' => new external_value(PARAM_INT, 'context id')    FUNCTION: upload_returns()  PARAMETER: 'contextid' => new external_value(PARAM_INT, '')  ","core_files_get_files, core_files_upload_files ws functions contain context as parameter, which is not correct Creating actually two issue here for two different WS, if it is preferred to open two issues just let me know.    As per comment of Damyon Wiese to MDL-29472, ""Context is considered internal to Moodle - and not exposed to webservices. It should not be sent as a parameter or returned in a response""    FILE: file/externallib.php    FUNCTION: get_files_parameters()  PARAMETER: 'contextid' => new external_value(PARAM_INT, 'context id')    FUNCTION: get_files_returns()  PARAMETER: 'contextid' => new external_value(PARAM_INT, '')    FUNCTION: upload_parameters()  PARAMETER: 'contextid' => new external_value(PARAM_INT, 'context id')    FUNCTION: upload_returns()  PARAMETER: 'contextid' => new external_value(PARAM_INT, '')  ",-1
USERGRID-1182,Support GCM 3.0 for Android Push Notifications,,Support GCM 3.0 for Android Push Notifications ,TISTUD-6205,Enforce builds fail if code coverage drops,"Currently we only record code coverage on nightly builds for display/info purposes. We should set minimum thresholds which fail the test build (and therefore end up disallowing pushes/syncs to QE/Beta/RC) if we don't meet the value. We should also enforce that the minimums rise every time we raise our coverage level - so that we effectively enforce our code coverage must not get worse over time (and hopefully will only increase, rather than stay flat).","Enforce builds fail if code coverage drops Currently we only record code coverage on nightly builds for display/info purposes. We should set minimum thresholds which fail the test build (and therefore end up disallowing pushes/syncs to QE/Beta/RC) if we don't meet the value. We should also enforce that the minimums rise every time we raise our coverage level - so that we effectively enforce our code coverage must not get worse over time (and hopefully will only increase, rather than stay flat).",-1
